Temp,Pressure,Altitude,Accel X,Accel Y,Accel Z,Mag X,Mag Y,Mag Z
18.04013064,100622.4214,58.7613144,110.7627492,770.0988782,-295.4319048,-135.7790659,-195.8964644,-179.5240973
18.03210451,100641.5371,56.48831466,124.0101994,773.6791026,-146.7455238,-114.6232527,-238.3171715,-187.4192778
18.12568361,100683.2297,53.03132478,75.40815951,845.343282,-123.596419,-83.89860215,-258.0537372,-137.7354223
18.14054689,100696.1837,52.27234708,19.92652761,868.6746256,-226.0771352,-116.3188817,-246.0429898,-74.38833781
17.99243751,100685.947,52.97050229,89.74122209,830.3397005,-269.8617082,-120.6551054,-226.6343918,-185.3106702
18.01395001,100713.9576,50.23378868,89.99297767,841.4717604,-181.0893665,-32.1240843,-218.7075134,-235.8485362
18.09116001,100745.1661,47.99427681,9.194382137,860.1774083,-258.0714932,29.30073256,-164.9660108,-148.478829
18.19292801,100783.5329,44.74910386,37.95550571,937.7419267,-489.2571946,19.84058605,-117.7728086,-55.18306317
18.2543424,100810.4263,42.78773046,91.96440457,773.9935413,-634.2057557,-55.52753116,-44.21824688,-7.746450532
18.16347392,100803.341,43.07392273,163.1715237,687.3948331,-545.3646045,-112.0220249,-36.17459751,-123.5971604
18.19077914,100816.4728,41.93214169,205.3372189,675.7158665,-482.0916836,-159.8176199,-84.73967801,-160.4777283
18.19262331,100827.9783,41.08556103,175.6697751,692.1726932,-412.4733469,-184.454096,-135.7917424,-163.1821827
18.21409865,100838.7826,40.39158526,137.9358201,726.5381545,-392.9786775,-212.9632768,-168.4333939,-149.7457461
18.23127892,100844.8261,39.95338619,164.3486561,763.0305236,-447.182942,-249.5706214,-173.1467151,-115.3965969
18.24502314,100847.8609,39.78666834,209.4789249,690.0244189,-446.5463536,-283.4564971,-110.3173721,-61.91727753
18.25601851,100844.4887,39.98759279,253.5831399,493.6195351,-442.0370829,-277.7651977,16.54610231,-107.933822
18.6,100898,44.55313285,-558,-760,197,151,435,-497
